statistic_yyy,site_id,people_total,area,population_density
103,桃園市八德區,181431,33.7111,5382
103,桃園市龍潭區,116211,75.2341,1545
103,桃園市平鎮區,212328,47.7532,4446
103,桃園市新屋區,48058,85.0166,565
103,桃園市觀音區,63602,87.9807,723
103,桃園市復興區,10913,350.7775,31
103,臺中市中區,19323,0.8803,21950
103,臺中市東區,74922,9.2855,8069
103,臺中市南區,120128,6.8101,17640
103,臺中市西區,115731,5.7042,20289
103,臺中市北區,147471,6.9376,21257
103,臺中市西屯區,218540,39.8467,5485
103,臺中市南屯區,161906,31.2578,5180
103,臺中市北屯區,259742,62.7034,4142
103,臺中市豐原區,166458,41.1845,4042
103,臺中市東勢區,51485,117.4065,439
103,臺中市大甲區,77607,58.5192,1326
103,臺中市清水區,85957,64.1709,1340
103,臺中市沙鹿區,87742,40.4604,2169
103,臺中市梧棲區,56643,16.6049,3411
103,臺中市后里區,54106,58.9439,918
103,臺中市神岡區,64956,35.0445,1854
103,臺中市潭子區,105165,25.8497,4068
103,臺中市大雅區,92628,32.4109,2858
103,臺中市新社區,25242,68.8874,366
103,臺中市石岡區,15405,18.2105,846
103,臺中市外埔區,31800,42.4099,750
103,臺中市大安區,19654,27.4045,717
103,臺中市烏日區,71520,43.4032,1648
103,臺中市大肚區,56364,37.0024,1523
103,臺中市龍井區,76164,38.0377,2002
103,臺中市霧峰區,64496,98.0779,658
103,臺中市太平區,181537,120.7473,1503
103,臺中市大里區,206318,28.8758,7145
103,臺中市和平區,10825,1037.8192,10
103,臺南市新營區,78231,38.5386,2030
103,臺南市鹽水區,26322,52.2455,504
103,臺南市白河區,29731,126.4046,235
103,臺南市柳營區,21828,61.2929,356
103,臺南市後壁區,24589,72.2189,340
103,臺南市東山區,21920,124.9178,175
103,臺南市麻豆區,45067,53.9744,835
103,臺南市下營區,25068,33.5291,748
103,臺南市六甲區,22832,67.5471,338
103,臺南市官田區,21706,70.7953,307
103,臺南市大內區,10248,70.3125,146
103,臺南市佳里區,59533,38.9422,1529
103,臺南市學甲區,26949,53.9919,499
103,臺南市西港區,24896,33.7666,737
103,臺南市七股區,23608,110.1492,214
103,臺南市將軍區,20568,41.9796,490
103,臺南市北門區,11691,44.1003,265
103,臺南市新化區,43782,62.0579,706
103,臺南市善化區,46100,55.3097,833
103,臺南市新市區,35482,47.8096,742
103,臺南市安定區,30298,31.27,969
103,臺南市山上區,7500,27.878,269
103,臺南市玉井區,14561,76.3662,191
103,臺南市楠西區,10116,109.6316,92
103,臺南市南化區,9001,171.5198,52
103,臺南市左鎮區,5181,74.9025,69
103,臺南市仁德區,73099,50.7664,1440
103,臺南市歸仁區,67504,55.7913,1210
103,臺南市關廟區,34865,53.6413,650
103,臺南市龍崎區,4292,64.0814,67
103,臺南市永康區,228651,40.2753,5677
103,臺南市東區,190233,13.4156,14180
103,臺南市南區,125691,27.2681,4609
103,臺南市北區,132558,10.434,12704
103,臺南市安南區,187775,107.2016,1752
103,臺南市安平區,64898,11.0663,5864
103,臺南市中西區,77910,6.26,12446
103,高雄市鹽埕區,25400,1.4161,17937
103,高雄市鼓山區,135667,14.7523,9196
103,高雄市左營區,195643,19.3823,10094
103,高雄市楠梓區,178532,25.8276,6912
103,高雄市三民區,347619,19.7866,17568
103,高雄市新興區,52534,1.9764,26581
103,高雄市前金區,27832,1.8573,14985
103,高雄市苓雅區,175854,8.1522,21571
103,高雄市前鎮區,193952,19.1207,10144
103,高雄市旗津區,28958,1.4639,19781
103,高雄市小港區,156171,41.2061,3790
103,高雄市鳳山區,354093,26.759,13233
103,高雄市林園區,70476,32.286,2183
103,高雄市大寮區,111191,71.04,1565
103,高雄市大樹區,43190,66.9811,645
103,高雄市大社區,34455,26.5848,1296
103,高雄市仁武區,80994,36.0808,2245
103,高雄市鳥松區,43735,24.5927,1778
103,高雄市岡山區,97751,47.9421,2039
103,高雄市橋頭區,37198,25.9379,1434
103,高雄市燕巢區,30397,65.395,465
103,高雄市田寮區,7680,92.6802,83
103,高雄市阿蓮區,29566,34.6164,854
103,高雄市路竹區,53064,48.4348,1096
103,高雄市湖內區,29399,20.1615,1458
103,高雄市茄萣區,30690,15.7624,1947
103,高雄市永安區,14148,22.6141,626
103,高雄市彌陀區,19854,14.7772,1344
103,高雄市梓官區,36384,11.5967,3137
103,高雄市旗山區,38100,94.6122,403
103,高雄市美濃區,41258,120.0316,344
103,高雄市六龜區,13663,194.1584,70
103,高雄市甲仙區,6420,124.034,52
103,高雄市杉林區,12531,104.0036,120
103,高雄市內門區,15178,95.6224,159
103,高雄市茂林區,1915,194,10
103,高雄市桃源區,4296,928.98,5
103,高雄市那瑪夏區,3204,252.9895,13
103,宜蘭縣宜蘭市,95885,29.408,3261
103,宜蘭縣羅東鎮,72533,11.3448,6394
103,宜蘭縣蘇澳鎮,41018,89.0196,461
103,宜蘭縣頭城鎮,29890,100.893,296
103,宜蘭縣礁溪鄉,35945,101.4278,354
103,宜蘭縣壯圍鄉,24492,38.4769,637
103,宜蘭縣員山鄉,32377,111.9106,289
103,宜蘭縣冬山鄉,53482,79.8573,670
103,宜蘭縣五結鄉,39378,38.8671,1013
103,宜蘭縣三星鄉,21503,144.2238,149
103,宜蘭縣大同鄉,6127,657.5442,9
103,宜蘭縣南澳鄉,6147,740.652,8
103,新竹縣竹北市,165118,46.8341,3526
103,新竹縣關西鎮,30751,125.5193,245
103,新竹縣新埔鎮,34427,72.1911,477
103,新竹縣竹東鎮,96059,53.5133,1795
103,新竹縣湖口鄉,77210,58.4303,1321
103,新竹縣橫山鄉,13810,66.3502,208
103,新竹縣新豐鄉,55826,46.3496,1204
103,新竹縣芎林鄉,20301,40.7858,498
103,新竹縣寶山鄉,14365,64.7871,222
103,新竹縣北埔鄉,9784,50.6676,193
103,新竹縣峨眉鄉,5744,46.801,123
103,新竹縣尖石鄉,9506,527.5795,18
103,新竹縣五峰鄉,4729,227.728,21
103,苗栗縣苗栗市,90963,37.8878,2401
103,苗栗縣苑裡鎮,48589,68.2473,712
103,苗栗縣通霄鎮,36941,107.8486,343
103,苗栗縣竹南鎮,83622,37.5592,2226
103,苗栗縣頭份鎮,102654,53.3205,1925
103,苗栗縣後龍鎮,38360,75.8079,506
103,苗栗縣卓蘭鎮,18353,76.3153,240
103,苗栗縣大湖鄉,15549,90.8396,171
103,苗栗縣公館鄉,34847,71.4523,488
103,苗栗縣銅鑼鄉,18909,78.3805,241
103,苗栗縣南庄鄉,10674,165.4938,64
103,苗栗縣頭屋鄉,11377,52.5046,217
103,苗栗縣三義鄉,17235,69.3424,249
103,苗栗縣西湖鄉,7589,41.0758,185
103,苗栗縣造橋鄉,13456,47.9978,280
103,苗栗縣三灣鄉,7132,52.2964,136
103,苗栗縣獅潭鄉,4725,79.4324,59
103,苗栗縣泰安鄉,6157,614.5127,10
103,彰化縣彰化市,235022,65.6947,3577
103,彰化縣鹿港鎮,86100,39.4625,2182
103,彰化縣和美鎮,90741,39.9345,2272
103,彰化縣北斗鎮,33198,19.2547,1724
103,彰化縣員林鎮,124725,40.038,3115
103,彰化縣溪湖鎮,55788,32.0592,1740
103,彰化縣田中鎮,42745,34.6056,1235
103,彰化縣二林鎮,52330,92.8478,564
103,彰化縣線西鄉,17119,18.0856,947
103,彰化縣伸港鄉,36182,22.3268,1621
103,彰化縣福興鄉,47810,49.8934,958
103,彰化縣秀水鄉,39326,29.3447,1340
103,彰化縣花壇鄉,45916,36.3469,1263
103,彰化縣芬園鄉,24155,38.0204,635
103,彰化縣大村鄉,36457,30.7837,1184
103,彰化縣埔鹽鄉,33184,38.6081,860
103,彰化縣埔心鄉,34905,20.9526,1666
103,彰化縣永靖鄉,38200,20.6382,1851
103,彰化縣社頭鄉,43705,36.1449,1209
103,彰化縣二水鄉,15830,29.4449,538
103,彰化縣田尾鄉,27834,24.0375,1158
103,彰化縣埤頭鄉,31045,42.7508,726
103,彰化縣芳苑鄉,34744,91.3827,380
103,彰化縣大城鄉,17797,63.7406,279
103,彰化縣竹塘鄉,15863,42.1662,376
103,彰化縣溪州鄉,30753,75.831,406
103,南投縣南投市,102314,71.6021,1429
103,南投縣埔里鎮,83021,162.2227,512
103,南投縣草屯鎮,99209,104.0327,954
103,南投縣竹山鎮,56662,247.3339,229
103,南投縣集集鎮,11390,49.7268,229
103,南投縣名間鄉,40019,83.0955,482
103,南投縣鹿谷鄉,18538,141.8981,131
103,南投縣中寮鄉,15566,146.6541,106
103,南投縣魚池鄉,16501,121.3735,136
103,南投縣國姓鄉,19715,175.7042,112
103,南投縣水里鄉,18717,106.8424,175
103,南投縣信義鄉,16813,1422.4188,12
103,南投縣仁愛鄉,15850,1273.5312,12
103,雲林縣斗六市,108098,93.7151,1153
103,雲林縣斗南鎮,46013,48.1505,956
103,雲林縣虎尾鎮,70269,68.742,1022
103,雲林縣西螺鎮,47187,49.7985,948
103,雲林縣土庫鎮,29697,49.0212,606
103,雲林縣北港鎮,41528,41.4999,1001
103,雲林縣古坑鄉,32686,166.6059,196
103,雲林縣大埤鄉,19989,44.9973,444
103,雲林縣莿桐鄉,29599,50.8502,582
103,雲林縣林內鄉,18970,37.6035,504
103,雲林縣二崙鄉,28323,59.5625,476
103,雲林縣崙背鄉,25896,58.484,443
103,雲林縣麥寮鄉,43880,80.1668,547
103,雲林縣東勢鄉,15865,48.3562,328
103,雲林縣褒忠鄉,13605,37.0552,367
103,雲林縣臺西鄉,24995,54.0983,462
103,雲林縣元長鄉,27307,71.5872,381
103,雲林縣四湖鄉,25415,77.1189,330
103,雲林縣口湖鄉,29017,80.4612,361
103,雲林縣水林鄉,27017,72.9582,370
103,嘉義縣太保市,37038,66.8964,554
103,嘉義縣朴子市,43250,49.5737,872
103,嘉義縣布袋鎮,28423,61.7307,460
103,嘉義縣大林鎮,32159,64.1663,501
103,嘉義縣民雄鄉,71903,85.4969,841
103,嘉義縣溪口鄉,15393,33.0463,466
103,嘉義縣新港鄉,33186,66.0495,502
103,嘉義縣六腳鄉,24613,62.2619,395
103,嘉義縣東石鄉,26235,81.5821,322
103,嘉義縣義竹鄉,19578,79.2925,247
103,嘉義縣鹿草鄉,16384,54.3151,302
103,嘉義縣水上鄉,50726,69.1198,734
103,嘉義縣中埔鄉,46156,129.5016,356
103,嘉義縣竹崎鄉,36924,162.2256,228
103,嘉義縣梅山鄉,20304,119.7571,170
103,嘉義縣番路鄉,12089,117.5269,103
103,嘉義縣大埔鄉,4658,173.2472,27
103,嘉義縣阿里山鄉,5764,427.8471,13
103,屏東縣屏東市,203866,65.067,3133
103,屏東縣潮州鎮,54738,42.4331,1290
103,屏東縣東港鎮,48262,29.4635,1638
103,屏東縣恆春鎮,30859,136.763,226
103,屏東縣萬丹鄉,52085,57.4679,906
103,屏東縣長治鄉,30429,39.8861,763
103,屏東縣麟洛鄉,11313,16.26,696
103,屏東縣九如鄉,22172,42.0187,528
103,屏東縣里港鄉,26814,68.9208,389
103,屏東縣鹽埔鄉,26629,64.3493,414
103,屏東縣高樹鄉,25520,90.1522,283
103,屏東縣萬巒鄉,20918,60.7315,344
103,屏東縣內埔鄉,56148,81.8554,686
103,屏東縣竹田鄉,17719,29.0732,609
103,屏東縣新埤鄉,10232,59.0102,173
103,屏東縣枋寮鄉,25482,57.7347,441
103,屏東縣新園鄉,36692,38.3109,958
103,屏東縣崁頂鄉,16374,31.2659,524
103,屏東縣林邊鄉,19235,15.6233,1231
103,屏東縣南州鄉,11026,18.97,581
103,屏東縣佳冬鄉,20247,30.9842,653
103,屏東縣琉球鄉,12675,6.8018,1863
103,屏東縣車城鄉,9121,49.8517,183
103,屏東縣滿州鄉,8126,142.2013,57
103,屏東縣枋山鄉,5749,17.2697,333
103,屏東縣三地門鄉,7784,196.3965,40
103,屏東縣霧臺鄉,3435,278.796,12
103,屏東縣瑪家鄉,6718,78.7008,85
103,屏東縣泰武鄉,5289,118.6266,45
103,屏東縣來義鄉,7648,167.7756,46
103,屏東縣春日鄉,4866,160.001,30
103,屏東縣獅子鄉,4882,301.0018,16
103,屏東縣牡丹鄉,4864,181.8366,27
103,臺東縣臺東市,106929,109.7691,974
103,臺東縣成功鎮,14943,143.9939,104
103,臺東縣關山鎮,9111,58.7351,155
103,臺東縣卑南鄉,17700,412.6871,43
103,臺東縣大武鄉,6565,69.1454,95
103,臺東縣太麻里鄉,11507,96.6523,119
103,臺東縣東河鄉,9000,210.1908,43
103,臺東縣長濱鄉,7756,155.1868,50
103,臺東縣鹿野鄉,8202,89.698,91
103,臺東縣池上鄉,8591,82.6854,104
103,臺東縣綠島鄉,3808,15.0919,252
103,臺東縣延平鄉,3614,455.8805,8
103,臺東縣海端鄉,4378,880.0382,5
103,臺東縣達仁鄉,3721,306.4454,12
103,臺東縣金峰鄉,3669,380.6635,10
103,臺東縣蘭嶼鄉,4976,48.3892,103
103,花蓮縣花蓮市,106368,29.4095,3617
103,花蓮縣鳳林鎮,11237,120.5181,93
103,花蓮縣玉里鎮,25396,252.3719,101
103,花蓮縣新城鄉,20286,29.4095,690
103,花蓮縣吉安鄉,82577,65.2582,1265
103,花蓮縣壽豐鄉,18237,218.4448,83
103,花蓮縣光復鄉,13395,157.11,85
103,花蓮縣豐濱鄉,4706,162.4332,29
103,花蓮縣瑞穗鄉,12107,135.5862,89
103,花蓮縣富里鄉,10849,176.3705,62
103,花蓮縣秀林鄉,15494,1641.8555,9
103,花蓮縣萬榮鄉,6530,618.491,11
103,花蓮縣卓溪鄉,6210,1021.313,6
103,澎湖縣馬公市,60335,33.9918,1775
103,澎湖縣湖西鄉,14315,33.3008,430
103,澎湖縣白沙鄉,9799,20.0875,488
103,澎湖縣西嶼鄉,8438,18.7148,451
103,澎湖縣望安鄉,5117,13.7824,371
103,澎湖縣七美鄉,3754,6.9868,537
103,基隆市中正區,53094,10.2118,5199
103,基隆市七堵區,53974,56.2659,959
103,基隆市暖暖區,38188,22.8283,1673
103,基隆市仁愛區,46244,4.2335,10923
103,基隆市中山區,48733,10.5238,4631
103,基隆市安樂區,81580,18.025,4526
103,基隆市信義區,51264,10.6706,4804
103,新竹市東區,206843,33.5768,6160
103,新竹市北區,148753,15.7267,9459
103,新竹市香山區,76392,54.8491,1393
103,嘉義市東區,123370,30.1556,4091
103,嘉義市西區,147513,29.87,4939
103,金門縣金城鎮,40933,21.713,1885
103,金門縣金湖鎮,27368,41.696,656
103,金門縣金沙鎮,19465,41.19,473
103,金門縣金寧鄉,27307,29.854,915
103,金門縣烈嶼鄉,11978,16.003,748
103,金門縣烏坵鄉,672,1.2,560
103,連江縣南竿鄉,7496,10.4,721
103,連江縣北竿鄉,2320,9.9,234
103,連江縣莒光鄉,1424,4.7,303
103,連江縣東引鄉,1266,3.8,333
103,東沙群島,…,2.38,…
103,南沙群島,…,0.4896,…
,,,,
,說明：1.人口密度係指每單位土地面積內之人口數。,,,
,　　　2.96年12月起，我國土地面積增列東沙群島(2.38平方公里)及南沙群島(0.4896平方公里),,,
,　　   　，由高雄市代管；原金門縣烏坵鄉面積，因重測由2.6平方公里修正為1.2平方公里。,,,
