sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
馬祖,連江縣,33,,良好,0.5,0.15,43.6,36.9,6,2,2.6,3.4,0.8,2.9,333,"2024-05-20 14:00",,0.2,9.9,16,0,119.93149378,26.15188416,75
埔里,南投縣,58,細懸浮微粒,普通,1.4,0.26,49.2,34.6,20,14,3.7,5.8,2.1,1.5,312,"2024-05-20 14:00",,0.3,18.3,28,1,120.967903,23.968842,72
復興,高雄市,87,細懸浮微粒,普通,1.9,0.43,56.4,43.4,49,38,23.7,27,3.3,0.4,221,"2024-05-20 14:00",,0.4,30.3,50,1,120.312017,22.608711,71
永和,新北市,23,,良好,1,0.31,29,25.1,8,3,9.7,14.5,4.8,3.1,77,"2024-05-20 14:00",,0.4,4.2,6,0,121.516306,25.017,70
竹山,南投縣,87,細懸浮微粒,普通,1.3,0.26,74,45,34,26,5.8,6.4,0.6,1.3,290,"2024-05-20 14:00",,0.2,30,43,1,120.677306,23.756389,69
中壢,桃園市,37,,良好,2.6,0.62,20.5,11.5,15,8,22.5,37,14.4,0.8,312,"2024-05-20 14:00",,1.1,8.2,18,2,121.221667,24.953278,68
三重,新北市,33,,良好,2.2,0.58,16.2,11.7,9,7,20.9,47.1,26.2,-,-,"2024-05-20 14:00",,0.8,6.8,12,1,121.493806,25.072611,67
冬山,宜蘭縣,24,,良好,0.3,0.13,30,23.6,14,4,8.6,12.1,3.4,3,44,"2024-05-20 14:00",,0.2,7.5,19,0,121.792928,24.632203,66
宜蘭,宜蘭縣,25,,良好,1.1,0.14,35.6,27.5,6,0,3.4,4.8,1.3,2.7,84,"2024-05-20 14:00",,0.2,1.7,10,1,121.746394,24.747917,65
陽明,臺北市,31,,良好,0.2,0.13,35.5,34.4,0,0,1,1.6,0.5,,,"2024-05-20 14:00",,0.1,2.1,1,0,121.529583,25.182722,64
花蓮,花蓮縣,27,,良好,0.5,0.15,37.2,29.6,9,5,1.8,3.5,1.7,1.8,93,"2024-05-20 14:00",,0.1,6.2,10,0,121.599769,23.971306,63
臺東,臺東縣,30,,良好,0.3,0.15,34.5,32.2,11,0,2.1,3,0.9,0.2,52,"2024-05-20 14:00",,0.1,2,11,0,121.15045,22.755358,62
恆春,屏東縣,32,,良好,0.5,0.12,36,35.7,3,0,0.9,1.8,0.8,5.6,32,"2024-05-20 14:00",,0.1,4.7,5,0,120.788928,21.958069,61
潮州,屏東縣,79,細懸浮微粒,普通,3.6,0.38,73.5,53.5,63,29,9.3,10.7,1.4,2.5,265,"2024-05-20 14:00",,0.3,26.9,51,1,120.561175,22.523108,60
屏東,屏東縣,80,細懸浮微粒,普通,6.5,0.52,69.5,57.2,78,44,22.8,23.9,1,2,248,"2024-05-20 14:00",,0.3,27.4,59,1,120.488033,22.673081,59
小港,高雄市,88,細懸浮微粒,普通,3.8,0.34,50.8,35.1,46,28,28,30,2,2.1,267,"2024-05-20 14:00",,0.4,30.5,50,2,120.337736,22.565833,58
前鎮,高雄市,85,細懸浮微粒,普通,3.7,0.42,55.1,43.4,70,40,27.9,29.9,1.9,0.5,355,"2024-05-20 14:00",,0.4,29.5,54,2,120.30833356,22.6044507,57
前金,高雄市,83,細懸浮微粒,普通,1.5,0.37,,47.4,,35,10.9,11.9,0.9,0.8,252,"2024-05-20 14:00",,0.4,28.5,56,1,120.28676111,22.63390278,56
左營,高雄市,99,細懸浮微粒,普通,1.2,0.31,61.6,46.4,48,31,7.8,8.5,0.6,1.1,268,"2024-05-20 14:00",,0.4,35,59,2,120.292917,22.674861,54
楠梓,高雄市,87,細懸浮微粒,普通,1.9,0.37,66.7,50.3,63,36,13,14.2,1.2,1.5,243,"2024-05-20 14:00",,0.4,30,65,1,120.328289,22.733667,53
林園,高雄市,79,細懸浮微粒,普通,1.9,0.35,67.5,49.3,53,30,6.3,6.6,0.3,1.5,290,"2024-05-20 14:00",,0.3,26.9,56,1,120.41175,22.4795,52
大寮,高雄市,99,細懸浮微粒,普通,5.6,0.64,56.1,47.2,80,39,21,22.2,1.2,0.9,259,"2024-05-20 14:00",,0.4,34.9,71,2,120.425311,22.56413611,51
鳳山,高雄市,81,細懸浮微粒,普通,3.7,0.56,50.4,45.8,50,35,27.1,29.4,2.2,0.6,281,"2024-05-20 14:00",,0.5,27.7,51,2,120.357422,22.628126,50
仁武,高雄市,86,細懸浮微粒,普通,1.1,0.34,61.7,47.9,48,28,15.5,16.4,0.9,1.9,262,"2024-05-20 14:00",,0.4,29.9,48,1,120.332631,22.689056,49
橋頭,高雄市,105,細懸浮微粒,對敏感族群不健康,2.1,0.33,64.3,49.9,56,36,9.4,10.2,0.8,2.8,230,"2024-05-20 14:00",,0.4,37,65,2,120.305689,22.757506,48
美濃,高雄市,68,細懸浮微粒,普通,2,0.32,75.9,55.3,44,24,5.8,6.6,0.7,3.4,218,"2024-05-20 14:00",,0.3,22.3,43,1,120.530542,22.883583,47
臺南,臺南市,123,細懸浮微粒,對敏感族群不健康,2,0.37,61.2,42,66,43,12.8,14,1.2,1.3,221,"2024-05-20 14:00",,0.4,44,71,2,120.21947897,22.98928311,46
安南,臺南市,113,細懸浮微粒,對敏感族群不健康,1.9,0.36,63.1,42.4,80,42,11,11.1,0,1.8,278,"2024-05-20 14:00",,0.3,40.3,75,1,120.2175,23.048197,45
善化,臺南市,106,細懸浮微粒,對敏感族群不健康,2.7,0.33,64.5,43.5,73,40,8.8,9.7,0.8,1.7,265,"2024-05-20 14:00",,0.3,37.4,69,2,120.29740529,23.11337642,44
新營,臺南市,92,細懸浮微粒,普通,2.1,0.41,71.6,43.0,61,31,8.3,9.3,0.9,1.2,194,"2024-05-20 14:00",,0.3,32.2,69,1,120.31725,23.305633,43
嘉義,嘉義市,104,細懸浮微粒,對敏感族群不健康,2.1,0.34,76.4,48.9,42,,5.5,6.6,1.1,2.4,226,"2024-05-20 14:00",,0.4,36.6,54,6,120.44125148,23.46477865,42
臺西,雲林縣,33,,良好,2,0.19,46.7,36.1,32,10,6.8,8.1,1.2,1.8,338,"2024-05-20 14:00",,0.1,9.2,31,1,120.19933333,23.702175,41
朴子,嘉義縣,85,細懸浮微粒,普通,1.6,0.27,,,,,,,,1.3,284,"2024-05-20 14:00",,0.2,29.2,49,1,120.2478,23.46538,40
新港,嘉義縣,91,細懸浮微粒,普通,2.6,0.29,68.9,41.6,48,22,5.4,6.4,0.9,1.1,285,"2024-05-20 14:00",,0.3,31.6,56,2,120.345531,23.554839,39
崙背,雲林縣,78,細懸浮微粒,普通,2.7,0.26,,25.6,,20,6.4,8,1.5,2.3,274,"2024-05-20 14:00",,0.2,26.5,49,1,120.348742,23.757547,38
斗六,雲林縣,86,細懸浮微粒,普通,1.6,0.37,81.7,44.6,54,32,6.4,7.7,1.2,2.1,311,"2024-05-20 14:00",,0.3,29.9,51,1,120.544994,23.711853,37
南投,南投縣,61,細懸浮微粒,普通,1.1,0.3,72.8,43.2,33,15,7.8,8.7,0.9,1.1,45,"2024-05-20 14:00",,0.3,19.7,38,0,120.685306,23.913,36
二林,彰化縣,71,細懸浮微粒,普通,3,0.29,51.8,30.9,42,27,7.5,8.6,1,2.5,310,"2024-05-20 14:00",,0.2,23.7,46,2,120.409653,23.925175,35
線西,彰化縣,44,,良好,1.6,0.21,46.4,30.0,31,14,8.3,9.8,1.5,3.2,355,"2024-05-20 14:00",,0.2,13.5,36,1,120.469061,24.131672,34
彰化,彰化縣,57,細懸浮微粒,普通,2.8,0.34,40.8,29.4,48,22,22.1,26.3,4.2,2.4,346,"2024-05-20 14:00",,0.3,17.8,37,2,120.541519,24.066,33
西屯,臺中市,63,細懸浮微粒,普通,1,0.28,55.4,33.2,31,16,13.1,14.4,1.3,1.7,325,"2024-05-20 14:00",,0.3,20.4,37,1,120.616917,24.162197,32
忠明,臺中市,59,細懸浮微粒,普通,1.4,0.37,61.5,37.2,31,13,13.7,16,2.3,0.6,274,"2024-05-20 14:00",,0.3,18.9,33,1,120.641092,24.151958,31
大里,臺中市,65,細懸浮微粒,普通,1.9,0.36,70.9,37.4,36,19,13.2,14.2,0.9,1.5,287,"2024-05-20 14:00",,0.4,21.1,38,1,120.67844444,24.09961111,30
沙鹿,臺中市,62,細懸浮微粒,普通,1.6,0.27,49.1,30.9,38,20,8.9,10.4,1.5,2,346,"2024-05-20 14:00",,0.3,20,36,1,120.568794,24.225628,29
豐原,臺中市,66,細懸浮微粒,普通,1.9,0.35,52.7,39.9,48,27,12,14.2,2.2,2.4,300,"2024-05-20 14:00",,0.3,21.7,36,1,120.74252414,24.25699731,28
三義,苗栗縣,50,,良好,1.5,0.27,56,46.8,22,17,5.1,6.5,1.4,1.2,8,"2024-05-20 14:00",,0.2,15.3,22,1,120.75956754,24.38248443,27
苗栗,苗栗縣,72,細懸浮微粒,普通,3.2,0.25,51.6,30.9,52,21,12.3,14.8,2.5,1.9,2,"2024-05-20 14:00",,0.3,24.2,46,2,120.82011468,24.56499183,26
頭份,苗栗縣,55,細懸浮微粒,普通,1.2,0.32,57.4,24.5,29,14,,,,2.8,317,"2024-05-20 14:00",,0.3,17.3,38,1,120.89869286,24.69690679,25
新竹,新竹市,33,,良好,1.1,0.3,55.1,27.7,20,6,11.8,12.9,1.1,1.5,76,"2024-05-20 14:00",,0.4,10.2,23,0,120.97236752,24.8056356,24
竹東,新竹縣,49,,良好,0.5,0.3,49.5,25.6,24,21,8.8,9.7,0.9,0.4,353,"2024-05-20 14:00",,0.2,15.1,19,0,121.08895493,24.74091408,23
湖口,新竹縣,36,,良好,0.8,0.24,45.9,25.9,20,9,8.4,10.2,1.7,4.2,58,"2024-05-20 14:00",,0.2,11.2,18,0,121.03886894,24.90009696,22
龍潭,桃園市,22,,良好,0.6,0.22,37.6,24.9,15,3,10.7,13.6,2.9,3.6,55,"2024-05-20 14:00",,0.2,5.1,16,1,121.21645772,24.86400048,21
平鎮,桃園市,25,,良好,0.7,0.28,36.7,27.0,13,5,9.8,13.1,3.2,2.6,72,"2024-05-20 14:00",,0.3,4.4,12,0,121.203986,24.952786,20
觀音,桃園市,24,,良好,0,0.1,32.3,26.2,22,7,6.2,8.2,2,5,66,"2024-05-20 14:00",,0.1,7.3,16,1,121.08283092,25.03556747,19
大園,桃園市,20,,良好,2.5,0.16,32,22.8,23,5,8.5,11.9,3.3,4.8,24,"2024-05-20 14:00",,0.2,5,15,1,121.20251473,25.06100357,18
桃園,桃園市,23,,良好,1,0.24,32.8,25.8,5,4,7.9,10.2,2.3,2.2,64,"2024-05-20 14:00",,0.3,5.7,8,1,121.30500531,24.9947107,17
大同,臺北市,33,,良好,,,21.5,16.7,,14,,,,-,-,"2024-05-20 14:00",,0.7,10.2,14,1,121.51342074,25.06331455,16
松山,臺北市,25,,良好,0.5,0.15,29.7,24.9,7,8,7.6,11.5,3.8,3,45,"2024-05-20 14:00",,0.1,7.8,6,0,121.578611,25.05,15
古亭,臺北市,22,,良好,1,0.18,26.7,20.6,19,10,13.4,19.8,6.4,2,62,"2024-05-20 14:00",,0.2,6.5,13,1,121.529556,25.020608,14
萬華,臺北市,21,,良好,0.9,0.27,26.5,23.2,14,5,9.9,14.5,4.5,2.8,75,"2024-05-20 14:00",,0.2,5.8,10,0,121.507972,25.046503,13
中山,臺北市,21,,良好,1.6,0.26,27.4,23.3,8,4,10.5,14.8,4.3,2.6,112,"2024-05-20 14:00",,0.3,4.5,9,0,121.526528,25.062361,12
士林,臺北市,25,,良好,0.4,0.14,24.3,27.4,14,6,11.2,16.7,5.5,2,69,"2024-05-20 14:00",,0.1,5.4,8,0,121.51666356,25.10334003,11
淡水,新北市,25,,良好,1.2,0.15,31.8,27.7,28,4,9.3,22.1,12.7,,,"2024-05-20 14:00",,0.2,5.2,21,0,121.449239,25.1645,10
林口,新北市,23,,良好,0.6,0.17,30.9,25.8,8,4,9.5,14.5,4.9,3.4,95,"2024-05-20 14:00",,0.2,4.6,6,0,121.36548982,25.07798949,9
菜寮,新北市,26,,良好,1.6,0.2,,28.4,9,,7.9,9.9,2,4,85,"2024-05-20 14:00",,0.2,4,11,0,121.481028,25.06895,8
新莊,新北市,26,,良好,,,31.9,28.5,21,,,,,5.8,81,"2024-05-20 14:00",,0.2,4.7,11,0,121.4325,25.037972,7
板橋,新北市,22,,良好,0.5,0.22,30.6,24.6,5,3,7.8,10.1,2.2,2.9,45,"2024-05-20 14:00",,0.3,2,6,0,121.458667,25.012972,6
土城,新北市,24,,良好,0.6,0.2,31.6,26.8,13,6,7.7,10.2,2.4,2.1,71,"2024-05-20 14:00",,0.2,7.4,13,0,121.451861,24.982528,5
新店,新北市,25,,良好,1.5,0.18,32.9,27.4,13,8,7.3,10.1,2.7,2.3,11,"2024-05-20 14:00",,0.2,6.9,11,1,121.537778,24.977222,4
萬里,新北市,36,,良好,0.5,0.12,38.3,39.2,14,0,1.6,2.3,0.6,3.6,70,"2024-05-20 14:00",,0.1,0.7,10,0,121.689881,25.179667,3
汐止,新北市,26,,良好,0,0.12,33.1,28.8,4,3,6.3,8,1.7,2.6,26,"2024-05-20 14:00",,0.1,5.1,6,0,121.64081,25.06624,2
基隆,基隆市,31,,良好,0.2,0.14,33.6,35.0,8,0,1.6,2.6,1,2.2,90,"2024-05-20 14:00",,0.1,0.1,5,0,121.760056,25.129167,1
屏東(枋山),屏東縣,41,,良好,0.3,0.14,41,44.9,21,4,2.8,3.1,0.3,1.4,3,"2024-05-20 13:00",,0.1,8.6,28,0,120.651472,22.260899,313
大甲（日南國小）,臺中市,56,細懸浮微粒,普通,0.8,0.34,42.4,24.1,34,17,12.7,14.4,1.7,1.1,29,"2024-05-20 13:00",,0.3,17.4,32,0,120.65525382,24.39017512,312
新北(樹林),新北市,30,,良好,0.5,0.27,18.5,11.6,16,9,14.9,20.6,5.6,0.7,172,"2024-05-20 13:00",,0.3,9.1,16,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,58,細懸浮微粒,普通,1.8,0.24,49.2,49.0,26,16,4,5.8,1.7,0.5,144,"2024-05-20 13:00",,0.2,18.3,38,1,120.37722,22.35222,204
臺南（麻豆）,臺南市,94,細懸浮微粒,普通,1.9,0.34,55.8,35.2,57,28,7.9,9.1,1.2,0.2,131,"2024-05-20 13:00",,0.3,33,63,1,120.24583056,23.17904722,203
高雄（湖內）,高雄市,92,細懸浮微粒,普通,2.2,0.35,64.3,37.2,52,32,7,7.8,0.8,1.4,275,"2024-05-20 13:00",,0.3,32.3,54,1,120.24535,22.87985556,202
彰化（員林）,彰化縣,82,細懸浮微粒,普通,2.1,0.37,55.4,28.0,44,18,11,12.6,1.5,1.2,342,"2024-05-20 13:00",,0.4,28.2,50,2,120.56373,23.96117,201
大城,彰化縣,33,,良好,1.7,0.13,46.5,36.8,29,10,4.5,5.3,0.8,4.1,34,"2024-05-20 13:00",,0.1,8.2,24,1,120.26964167,23.85493056,85
富貴角,新北市,37,,良好,,0.07,36.7,40.7,12,0,,,,7.9,90,"2024-05-20 13:00",,0,0.3,8,0,121.53656894,25.29681695,84
麥寮,雲林縣,31,,良好,1.1,0.19,44,32.4,37,15,5.6,6.7,1,2.4,346,"2024-05-20 13:00",,0.1,9.7,27,0,120.251825,23.753506,83
關山,臺東縣,19,,良好,1.5,0.14,34.2,21.8,8,4,2.6,2.8,0.1,1,219,"2024-05-20 13:00",,0.1,4.9,12,0,121.161933,23.045083,80
馬公,澎湖縣,34,,良好,0.6,0.17,42.2,38.0,23,8,3.3,4.8,1.4,1.8,359,"2024-05-20 13:00",,0.1,8,24,0,119.566158,23.569031,78
金門,金門縣,45,,良好,1.5,0.24,54.1,34.9,23,12,7,7.9,0.9,1.4,30,"2024-05-20 13:00",,0.2,14,23,1,118.312256,24.432133,77
馬祖,連江縣,41,,良好,0.5,0.17,38.4,35.6,8,6,4.5,5.4,0.8,2.6,332,"2024-05-20 13:00",,0.2,12.5,18,0,119.93149378,26.15188416,75
埔里,南投縣,63,細懸浮微粒,普通,1.5,0.26,46.6,30.1,25,18,4.1,6,1.8,1.7,277,"2024-05-20 13:00",,0.3,20.2,31,1,120.967903,23.968842,72
復興,高雄市,80,細懸浮微粒,普通,,,46.6,39.2,49,27,,,,0.7,239,"2024-05-20 13:00",,0.4,27.3,52,1,120.312017,22.608711,71
永和,新北市,22,,良好,1.2,0.28,29.8,24.7,6,6,8,11.9,3.8,3.3,77,"2024-05-20 13:00",,0.4,4.2,5,0,121.516306,25.017,70
竹山,南投縣,87,細懸浮微粒,普通,1.5,0.34,76.8,36.8,55,42,7.2,8,0.8,0.9,44,"2024-05-20 13:00",,0.2,30,45,1,120.677306,23.756389,69
中壢,桃園市,38,,良好,2.5,0.77,20.3,10.5,20,8,23.3,37.9,14.6,0.7,282,"2024-05-20 13:00",,1.1,8.1,19,2,121.221667,24.953278,68
三重,新北市,40,,良好,1.7,0.72,11.2,12.5,10,6,24.6,67.5,42.9,-,-,"2024-05-20 13:00",,0.8,6.8,13,1,121.493806,25.072611,67
冬山,宜蘭縣,25,,良好,0.2,0.17,30.3,21.2,21,8,12.7,18.9,6.1,2.6,18,"2024-05-20 13:00",,0.2,7.8,21,0,121.792928,24.632203,66
宜蘭,宜蘭縣,22,,良好,1.6,0.18,37.3,24.6,9,0,4,5.3,1.2,2.3,85,"2024-05-20 13:00",,0.2,2.8,12,1,121.746394,24.747917,65
陽明,臺北市,31,,良好,0.3,0.13,36.7,34.6,0,0,1.1,1.7,0.6,3.7,100,"2024-05-20 13:00",,0.1,2.7,1,0,121.529583,25.182722,64
花蓮,花蓮縣,24,,良好,0.5,0.18,38.1,26.6,7,7,1.8,3.2,1.4,1.6,126,"2024-05-20 13:00",,0.1,6.7,10,0,121.599769,23.971306,63
臺東,臺東縣,28,,良好,0.4,0.18,35,30.8,8,2,3.3,4.8,1.5,0.4,58,"2024-05-20 13:00",,0.1,2.5,11,0,121.15045,22.755358,62
恆春,屏東縣,32,,良好,0.6,0.12,35.4,35.8,3,3,0.8,1.6,0.8,5.9,26,"2024-05-20 13:00",,0.1,5.8,5,0,120.788928,21.958069,61
潮州,屏東縣,79,細懸浮微粒,普通,3,0.32,72.1,47.1,53,31,5.8,6.9,1.1,0.4,263,"2024-05-20 13:00",,0.3,26.8,49,1,120.561175,22.523108,60
屏東,屏東縣,71,細懸浮微粒,普通,3.8,0.42,86.5,52.2,69,28,10.4,11.1,0.7,1.5,264,"2024-05-20 13:00",,0.3,23.7,53,1,120.488033,22.673081,59
小港,高雄市,86,細懸浮微粒,普通,4.6,0.36,52.4,31.7,53,33,26.4,29.3,2.8,2.5,262,"2024-05-20 13:00",,0.4,29.8,49,2,120.337736,22.565833,58
前鎮,高雄市,81,細懸浮微粒,普通,4.4,0.42,51.7,39.8,56,31,24.9,27.4,2.5,1.3,203,"2024-05-20 13:00",,0.4,27.5,51,2,120.30833356,22.6044507,57
前金,高雄市,80,細懸浮微粒,普通,2,0.37,67.2,46.4,53,27,12.6,13.7,1,1.7,224,"2024-05-20 13:00",,0.4,27.4,57,1,120.28676111,22.63390278,56
左營,高雄市,103,細懸浮微粒,對敏感族群不健康,,,66.1,39.6,50,32,,,,2.5,280,"2024-05-20 13:00",,0.4,36.1,62,2,120.292917,22.674861,54
楠梓,高雄市,84,細懸浮微粒,普通,3.1,0.42,73.8,44.4,78,38,16,17.5,1.4,1.3,254,"2024-05-20 13:00",,0.4,28.7,65,1,120.328289,22.733667,53
林園,高雄市,77,細懸浮微粒,普通,3,0.29,72.3,44.2,48,22,8.9,9.4,0.4,1.8,249,"2024-05-20 13:00",,0.3,26,56,1,120.41175,22.4795,52
大寮,高雄市,94,細懸浮微粒,普通,4.2,0.45,72.4,42.8,74,36,17.2,18.5,1.2,1.9,224,"2024-05-20 13:00",,0.4,32.9,68,2,120.425311,22.56413611,51
鳳山,高雄市,78,細懸浮微粒,普通,4.4,0.66,45.9,43.5,59,24,35,38.2,3.1,1,264,"2024-05-20 13:00",,0.5,26.4,51,2,120.357422,22.628126,50
仁武,高雄市,90,細懸浮微粒,普通,,,63.7,44.2,,33,,,,2.4,286,"2024-05-20 13:00",,0.4,31.3,50,1,120.332631,22.689056,49
橋頭,高雄市,105,細懸浮微粒,對敏感族群不健康,3.2,0.48,75.9,44.8,83,52,16.8,18.1,1.2,3.6,251,"2024-05-20 13:00",,0.4,37,65,2,120.305689,22.757506,48
美濃,高雄市,66,細懸浮微粒,普通,2,0.33,70.6,49.9,45,26,5.6,6.2,0.5,0.8,205,"2024-05-20 13:00",,0.3,21.6,43,1,120.530542,22.883583,47
臺南,臺南市,124,細懸浮微粒,對敏感族群不健康,,,,34.8,,45,,,,0.2,214,"2024-05-20 13:00",,0.4,44.5,73,2,120.21947897,22.98928311,46
安南,臺南市,110,細懸浮微粒,對敏感族群不健康,2.4,0.38,60.7,35.6,77,46,14.3,15.2,0.8,1,323,"2024-05-20 13:00",,0.3,38.9,72,1,120.2175,23.048197,45
善化,臺南市,107,細懸浮微粒,對敏感族群不健康,3.2,0.3,66.3,36.8,53,29,6.7,7.6,0.9,1.1,150,"2024-05-20 13:00",,0.3,37.7,69,2,120.29740529,23.11337642,44
新營,臺南市,93,細懸浮微粒,普通,1.9,0.4,68.6,35.2,63,35,8.7,9.9,1.1,0.9,100,"2024-05-20 13:00",,0.3,32.5,71,1,120.31725,23.305633,43
嘉義,嘉義市,103,細懸浮微粒,對敏感族群不健康,2.4,0.38,75.5,41.2,56,38,7.3,8.4,1,1.8,116,"2024-05-20 13:00",,0.4,36.3,56,6,120.44125148,23.46477865,42
臺西,雲林縣,31,,良好,1.6,0.21,46.4,33.8,34,9,6.6,7.9,1.3,2.8,19,"2024-05-20 13:00",,0.1,9.2,30,1,120.19933333,23.702175,41
朴子,嘉義縣,83,細懸浮微粒,普通,1.7,0.27,,25.4,47,29,,,,0.8,69,"2024-05-20 13:00",,0.2,28.4,50,1,120.2478,23.46538,40
新港,嘉義縣,98,細懸浮微粒,普通,2.9,0.31,61,35.1,53,34,6.6,7.8,1.1,1,50,"2024-05-20 13:00",,0.3,34.6,59,2,120.345531,23.554839,39
崙背,雲林縣,80,細懸浮微粒,普通,3.1,0.3,45.2,22.9,49,32,7.6,9.6,2,1.1,14,"2024-05-20 13:00",,0.2,27.3,48,1,120.348742,23.757547,38
斗六,雲林縣,88,細懸浮微粒,普通,1.6,0.37,74.3,34.6,55,34,7.4,8.2,0.8,1.2,5,"2024-05-20 13:00",,0.3,30.5,54,1,120.544994,23.711853,37
南投,南投縣,65,細懸浮微粒,普通,1.4,0.36,71.7,35.6,41,17,10.3,11.9,1.5,1.2,38,"2024-05-20 13:00",,0.3,21.3,41,0,120.685306,23.913,36
二林,彰化縣,69,細懸浮微粒,普通,3.2,0.3,46.9,24.9,44,20,8.7,10.1,1.3,1.6,330,"2024-05-20 13:00",,0.2,22.7,45,2,120.409653,23.925175,35
線西,彰化縣,40,,良好,1.6,0.25,38.4,24.7,39,18,11.9,14.8,2.8,2.9,359,"2024-05-20 13:00",,0.2,12.3,37,1,120.469061,24.131672,34
彰化,彰化縣,53,細懸浮微粒,普通,2.1,0.31,39.7,26.5,40,17,16.8,21,4.2,1.7,9,"2024-05-20 13:00",,0.3,16.2,34,2,120.541519,24.066,33
西屯,臺中市,65,細懸浮微粒,普通,1,0.29,48.4,27.9,37,19,13.9,15.9,2,1,303,"2024-05-20 13:00",,0.3,21,37,1,120.616917,24.162197,32
忠明,臺中市,62,細懸浮微粒,普通,1.5,0.36,52.6,32.6,27,17,15.7,18.8,3.1,1.3,20,"2024-05-20 13:00",,0.4,20.1,33,1,120.641092,24.151958,31
大里,臺中市,66,細懸浮微粒,普通,1.8,0.35,56.5,30.0,37,18,15.3,16.9,1.6,1.7,267,"2024-05-20 13:00",,0.4,21.7,39,1,120.67844444,24.09961111,30
沙鹿,臺中市,60,細懸浮微粒,普通,1.2,0.31,39.7,26.2,42,21,11.3,13.7,2.4,2.3,328,"2024-05-20 13:00",,0.3,19.2,35,1,120.568794,24.225628,29
豐原,臺中市,63,細懸浮微粒,普通,1.3,0.33,50.5,35.8,39,22,11,13,2,1.9,293,"2024-05-20 13:00",,0.3,20.5,34,1,120.74252414,24.25699731,28
三義,苗栗縣,51,細懸浮微粒,普通,1.8,0.27,50.9,44.2,20,16,5.8,7.5,1.7,0.6,24,"2024-05-20 13:00",,0.2,15.5,22,1,120.75956754,24.38248443,27
苗栗,苗栗縣,74,細懸浮微粒,普通,3.1,0.28,45.5,26.6,33,22,12.8,15.7,2.9,1.2,308,"2024-05-20 13:00",,0.3,24.8,48,2,120.82011468,24.56499183,26
頭份,苗栗縣,57,細懸浮微粒,普通,1.7,0.35,,17.7,56,18,,,,1.7,61,"2024-05-20 13:00",,0.3,17.8,39,1,120.89869286,24.69690679,25
新竹,新竹市,38,,良好,1.1,0.42,50.5,22.1,23,8,17.4,19.4,2,1.6,74,"2024-05-20 13:00",,0.4,11.8,23,0,120.97236752,24.8056356,24
